Circuit and District,2021-03,2021-06,2021-09,2021-12,2022-03,2022-06,2022-09,2022-12,2023-03,2023-06,2023-09,2023-12,2024-03,2024-06,2024-09,2024-12,2025-03,2025-06
"NY,N",-23.122593068035943,-28.266411727214784,-23.56896551724138,-22.136397889977395,-16.948445001043623,-16.32607729897823,-20.933904804872547,-19.719332204210016,-16.23523498366424,-12.18476241040616,-6.6476462196861625,3.074141048824593,2.5202520252025202,7.0435308343409915,12.102689486552567,6.111111111111111,11.384255194615161,8.55690482914431
"NY,E",-42.406549088063564,-49.226885452824234,-43.212519376983835,-39.85655737704918,-30.539297658862875,-22.93349906774394,-18.705316521513062,-6.629755820556501,7.041829671983148,24.532258064516128,31.995522865366166,33.87562718564695,29.53331459094743,26.952467296982256,21.550575408843127,13.401476433844406,9.08301682040152,1.0610079575596816
"NY,S",-27.302240017314144,-21.760479041916167,-16.19380748801658,-10.856070448967808,-19.112831199761835,-22.40930659727537,-28.8916370381821,-29.813765182186238,-25.726904674273094,-19.865851252712567,-8.391304347826086,-1.1075219197046609,7.631318136769079,10.561299852289514,5.576649264356905,8.796080261315913,13.558931860036832,15.965263861055446
"NY,W",-24.039796390559925,-21.90082644628099,-20.672445495140533,-25.456030492785185,-20.01218397806884,-25.67693744164332,-23.774834437086092,-19.101533966398833,-15.727341964965728,-7.160804020100503,-4.039965247610773,-0.3160270880361174,-1.49118843199277,-0.7216959855660803,-0.1358080579447714,0.6340579710144928,1.5596330275229358,2.8169014084507045
"PA,E",-27.9374624173181,-22.054616384915473,-30.11460940587538,-26.648430751511658,-20.477303070761018,-25.108441775108442,-18.020735155513666,-18.606476938174684,-11.85729275970619,-3.69792826910225,-4.1388825017245345,5.305039787798409,5.285714285714286,6.083738144806848,14.91964499880067,8.678726814746966,13.22930800542741,10.248582642825992
"PA,M",-23.24044301536263,-25.111940298507463,-21.458625525946704,-22.3223867782786,-20.037235280428206,-18.4853014449427,-22.5765306122449,-16.33047803260569,-9.633294528521537,-4.1870415647921755,4.118616144975288,5.184940554821664,-0.322061191626409,0.44657097288676234,0.18987341772151897,0.5337519623233908,9.046849757673666,13.52810416005081
"PA,W",-12.862343265471216,-9.816659448534718,-16.158711903392756,-17.759522031366693,-20.702460157821445,-22.0585881222987,-22.496570644718794,-19.814747548129315,-16.7609756097561,-10.761963442185253,-2.6548672566371683,-1.4269535673839184,1.7112048757618379,-2.0253164556962027,-0.06818181818181819,4.8943014705882355,7.2366904816778055,13.107822410147993
"NC,E",-11.506849315068493,-16.846038863976084,-16.669253453360238,-16.00997506234414,-17.561059511523908,-17.220923961891067,-17.023654311789905,-14.62787015043547,-8.512413936991447,-4.234527687296417,1.4814814814814816,5.773243681891955,1.6419612314709235,0.43083900226757366,-6.303915063039151,-5.918456817185445,0.9423378954453668,1.8740121923684805
"NC,M",-13.497562227354376,-16.184821889519878,-17.242302543507364,-13.436692506459949,-15.040047463660636,-16.599938404681243,-15.917178906502748,-14.859038142620232,-10.26536312849162,-7.9394387001477105,-3.616775682954983,-2.8437865212310087,-1.517509727626459,1.4841556357801846,2.6347305389221556,8.13953488372093,4.188067957329119,6.24505928853755
"NC,W",-27.156964656964654,-22.04104582513354,-20.57176539935161,-18.793873643905552,-11.05957902247592,-10.746483952398126,-13.617810760667904,-12.652259332023574,-11.472121941436022,-15.878787878787879,-12.371134020618557,-7.737291947818263,-5.754417761667422,2.2094140249759846,9.950980392156863,14.578254509995126,13.89423076923077,12.406015037593985
"VA,E",-14.08652742712876,-14.720394736842104,-15.30443313507879,-17.2363031233999,-21.131369798971484,-20.79487532718005,-21.906899297762976,-19.101384270358054,-10.229485985265475,-7.774589094703888,-2.4288495411143045,1.5868463817990632,2.4620318837845487,1.8953323903818955,6.9168646080760094,6.681095323233274,7.93592340268827,10.929113455487691
"VA,W",-18.91692761097808,-18.52619675838673,-16.103536850424817,-12.250161186331399,-8.836892321671968,-11.681702521397177,-15.638247762600093,-14.156257653686016,-14.203837528033889,-9.350445259298063,-8.012283640424343,-6.333808844507846,-3.630554748765611,-5.085235481074834,6.3125948406676775,12.031678342978983,9.945750452079565,12.207001522070016
"WV,N",-11.790017211703958,-9.00900900900901,-21.75438596491228,-24.955595026642985,-22.34146341463415,-28.316831683168314,-23.766816143497756,-25.917159763313606,-21.608040201005025,-17.955801104972377,-11.176470588235295,-1.1182108626198082,-0.4807692307692308,6.397306397306397,4.966887417218543,1.615508885298869,4.025764895330113,3.9556962025316458
"WV,S",-9.85277463193658,-10.575246949447996,-25.937500000000004,-24.80893592004703,-26.94723618090452,-29.434697855750485,-28.973277074542896,-29.007036747458955,-19.34651762682717,-17.955801104972377,-17.02970297029703,-3.524229074889868,-6.609808102345416,0.8978675645342313,13.723150357995225,6.735159817351597,2.5114155251141552,-3.0033370411568407
"LA,E",-11.26259632483699,-8.911211924821776,-19.987289482046393,-28.86662492172824,-24.41549766199065,-15.36819637139808,-7.823669579030977,-1.9806338028169015,-4.065399911621741,-17.48633879781421,-9.521757862990091,-5.478221823080378,-8.521418701059421,1.0697911360163017,-10.333333333333334,-2.802850356294537,10.221550855991945,15.725806451612904
"LA,M",-10.536912751677853,-11.637630662020907,-13.980028530670472,-22.254127781765973,-28.507126781695426,-25.78864353312303,-28.938640132669985,-25.48476454293629,-12.277019937040922,-16.47183846971307,-7.117852975495915,1.858736059479554,1.1961722488038278,20.229007633587788,21.231155778894472,25.18248175182482,29.550827423167846,13.862433862433862
"LA,W",-15.995737627279185,-7.633490505925831,-8.643892339544514,-3.9522437216961714,-5.158562367864693,-13.562362030905078,-13.257790368271955,-16.08801257322475,-14.162579878139397,-5.937749401436553,-5.143696930111038,-0.9535160905840285,3.081717451523546,1.2048192771084338,1.5493200206576003,0.4125838060856112,-6.852536110178031,-6.639839034205232
"MS,N",-11.581759206258347,-18.118793329585912,-18.419500688028307,-18.68378158109209,-15.51575312904618,-15.835240274599544,-9.493975903614457,-8.39388624404911,-5.363984674329502,0.7069059271343121,-3.727369542066028,3.774617067833698,0.728744939271255,2.9697624190064795,6.332964601769911,3.083816552451239,8.654876741693462,9.963293130571579
"MS,S",-13.335147639134576,-22.184806034482758,-25.697238795615373,-28.468624064478988,-24.729156853509185,-17.20616236801108,-12.978524743230627,-3.118712273641851,1.1055486024196914,3.6587915534183564,9.24892703862661,5.877466251298027,4.703940581803177,2.0976200080677696,-2.278530740522491,-3.4131031777167515,-0.019704433497536946,0.1185302252074279
"TX,N",-21.695018689449995,-12.86714480874317,-21.03878468980735,-21.460077414708795,-18.188017535314174,-19.16707496325331,-13.456577815993121,-7.908309455587393,-4.763038818766373,-1.7214207782761546,-4.930452061599603,4.791537025513379,10.127531882970743,13.667201184161836,33.45525800130634,20.249406175771973,21.582652134423252,19.67444384156267
"TX,E",-8.430130235832452,-5.981651376146789,-16.26527677929547,-17.645951035781543,-22.85220065346915,-24.27790788446526,-21.056020605280104,-12.897324491195974,-6.751370204285003,0.33505154639175255,6.87873844480696,7.009713835652402,11.78199305370024,10.223478037503211,15.593996438565249,15.554465161923453,21.319311663479922,26.87019342810534
"TX,S",-10.37332005973121,-13.671399594320487,-11.065924657534246,-9.325396825396826,-15.761412862379206,-15.871710526315788,-17.24428399518652,-19.961098954534403,-13.818565400843882,-6.577293674067867,-1.7885705976443216,5.6044957472661,16.585067319461444,13.153961136023916,15.738821439147172,18.09290953545232,4.776902887139108,14.610303830911493
"TX,W",-22.763858972905567,-26.832641770401107,-20.50145624920856,-21.964547514327602,-17.451930133568176,-14.792060491493384,-20.436444727620263,-17.01110162254483,-12.855618776671406,-10.149750415973378,3.3833833833833835,9.878575838649928,13.997143440114263,22.613168724279838,20.100697134004648,26.82150215396142,26.078396277071775,19.08038261453264
"KY,E",-11.945483698556922,-18.43225978174075,-15.858843537414966,-16.542695626301697,-19.98482549317147,-17.800620003263177,-21.239683341755093,-18.288770053475936,-11.644225298691447,-9.190154823342596,0.7271171941830624,3.992146596858639,2.8761536810474353,7.650273224043716,5.286624203821656,5.663939584644431,7.71959107031087,8.67005076142132
"KY,W",-19.232899473829963,-19.703238693108858,-15.928398058252426,-11.89663578742077,-9.069089662266414,-7.1783937455579245,-9.29267412486467,-8.061243313041874,-7.334087481146305,-6.872128637059724,0.6763477222995823,0.22070626003210272,6.59206510681587,10.359712230215827,7.864058486465125,14.614614614614615,9.639244130559268,4.4514807226671635
"MI,E",-21.42207147584381,-26.114011275840465,-21.427275201887305,-18.095284584594356,-16.702637258514503,-14.498078227447433,-13.95577111842485,-13.808927826449729,-4.4552578361981805,3.3185694453625967,5.6502482888202925,12.266629788411008,7.718764468549508,4.2741058289078,3.671239837398374,1.3919684651391968,1.3815547095664988,0.6381542615205252
"MI,W",-11.116919323924028,-18.513467439481758,-19.679915582131553,-16.132745060425858,-21.368359145265632,-23.598326359832637,-24.9835778410335,-25.823421774931383,-19.94515083520319,-13.0065717415115,-8.552247518972562,-5.303731113166821,-2.42914979757085,3.0217186024551466,2.202361953399298,9.084988603060893,10.245770826683689,1.1610143599144516
"OH,N",-20.0,-24.05112885058034,-22.822712203336316,-20.88525514519312,-18.936998297251275,-18.016507608976013,-17.946270285012954,-17.525479295844914,-12.648162040510128,-8.817052068585811,-2.268572378261592,3.8368475630833045,3.7530058399175537,7.642542913827309,8.902304225831138,11.451398135818907,13.889578677261817,11.290968827630419
"OH,S",-17.60282556682238,-20.8379144725421,-21.235591876562786,-20.626715170081052,-16.72428097345133,-16.067251461988306,-16.523422377080912,-18.69421886306987,-18.646741386467415,-14.300644487023167,-7.643075781467397,0.3263449367088608,5.061740993978978,6.819105691056911,7.8336848448327805,6.41695416461311,9.091792132102963,6.421843782703834
"TN,E",-16.363489368582748,-22.071062740076826,-20.49137931034483,-24.305802776788894,-23.808603189946833,-25.68289176422263,-20.405507969207417,-11.992945326278658,-4.719614311088556,11.164847312422275,2.847023566271625,-0.9218436873747494,-2.5033288948069243,-12.430080795525171,-5.960264900662252,-4.881337648327939,-2.362742420103797,3.4350603264726756
"TN,M",-16.24614682041329,-14.44692606089103,-16.239109390125847,-14.811005399845719,-14.92639040348964,-17.161308051662544,-16.49812193007801,-14.956233021430728,-10.687389841371575,-9.53723668933488,-6.487889273356401,-3.9574090505767523,-2.529601722282024,-2.3285661899523284,-1.3876040703052728,-1.4781966001478197,-2.2455365359838027,2.703210061948564
"TN,W",-24.52635458901585,-26.58170232134729,-21.905234433143143,-14.889520491427524,-15.686657550302794,-16.573672246331885,-14.834815756035576,-12.474415598405688,-1.7377201112140872,5.598216497399059,9.337311948278005,9.735384615384616,4.38575807592549,3.635937133474079,-1.4214236979758927,-3.028263795423957,-1.1407273548678563,1.9013128112267994
"IL,N",-29.2374564744923,-34.18714942584077,-36.92778010033445,-35.584116092018675,-24.99669749009247,-18.735825590752796,-7.8835080160735735,-7.330277232045406,-8.76227378803223,-8.273316528628015,-8.279366792588595,-0.6171676246113258,1.8290623039428597,3.9797821179703603,3.7018877175778377,-0.7774354112348898,-0.3270142180094787,1.6282033130397846
"IL,C",-14.45421831267493,-18.639053254437872,-26.392785571142284,-24.912510936132986,-28.651554101425567,-31.03030303030303,-27.36182956711135,-23.856685115059715,-12.119226989846053,-9.068541300527242,-1.0119940029985006,3.366488140780413,-0.03727171077152441,8.426749130266717,4.808784551306323,1.0362694300518136,1.2304250559284116,-5.204991087344029
"IL,S",-18.447436264680608,-15.039180229053647,-14.22647527910686,-23.258064516129032,-21.461187214611872,-25.328130542745654,-24.02380066939383,-19.630096679277006,-17.08407871198569,-11.971496437054633,-11.355849241311796,-0.36610878661087864,4.4228694714131604,2.6443604964921748,-0.27609055770292656,-10.288713910761155,-12.964876033057852,-9.411146161934806
"IN,N",-14.271468144044322,-13.444419082401279,-14.670380687093779,-13.405405405405405,-9.822928783766317,-13.48892405063291,-16.32208922742111,-18.22721598002497,-19.53561702737566,-13.488797439414723,-7.022106631989597,-2.2222222222222223,1.0509440684004274,-0.07047216349541931,1.0664335664335665,0.19083969465648853,4.794641283271638,8.215796897038082
"IN,S",-14.874450276634985,-6.682271217154938,-11.102550273518762,-10.669121178165518,-10.68244312973919,-15.964074763330366,-13.659213035188076,-13.941403100080638,-12.174643157010916,-11.01482765260928,-8.713109817305762,-7.943779281624154,-6.139791799447631,-2.2830556156676045,0.19793270288102047,6.797104727437231,7.469443186962427,5.315026021481564
"WI,E",-22.193589950072475,-23.42648644166183,-20.88339222614841,-17.637383900928793,-18.464086110536122,-17.922893653887805,-22.21974095578383,-19.793257371079527,-10.764153338410765,-6.940229581739016,-1.1627906976744187,0.27826596367896894,-2.1052631578947367,-5.898199347795265,1.9753086419753085,5.798159778004966,4.736995059575705,13.13846617447642
"WI,W",-19.752520623281395,-28.038643001572684,-21.632251720747295,-20.142932768660668,-19.331810394060536,-17.889478613799564,-23.400250941028858,-21.31256214782897,-17.52212389380531,-11.216730038022813,-7.166257166257166,-4.675652906486942,0.5150214592274678,2.9122055674518204,8.645787384208205,11.577551922227132,8.539709649871904,9.28006658343737
"IA,N",-20.183982683982684,-22.07792207792208,-26.084538375973302,-24.540604623592174,-15.254237288135593,-20.069444444444446,-21.068472535741158,-26.001571091908875,-27.52,-19.02693310165074,-2.7645376549094376,11.8895966029724,23.841059602649008,27.682403433476395,15.196078431372548,18.690702087286528,15.418894830659536,11.680672268907562
"IA,S",-15.627141877998628,-22.146274777853726,-20.165945165945164,-24.414210128495842,-21.608448415922016,-21.02721685689201,-25.89245368278355,-16.75,-20.207253886010363,-13.11839911061701,-2.7439024390243905,-6.786786786786787,9.545454545454547,11.64427383237364,12.978056426332287,17.97680412371134,11.618257261410788,11.57593123209169
"MO,E",-15.183891514279843,-9.75291172308697,-9.691027248888382,-22.293423271500842,-19.45251937984496,-23.38680496924376,-24.50448175735387,-16.36284722222222,-13.639097744360903,-10.7367758186398,-4.79933110367893,-0.8994983566856944,0.17412502176562772,3.4744268077601412,2.722641840857193,3.665561179961599,4.241265426733878,2.301005624680416
"MO,W",-17.39929328621908,-17.158294392523366,-17.89441839358645,-17.533718689788053,-15.468856947296372,-17.292437863564253,-18.091378039793664,-15.050623052959503,-13.157894736842104,-10.805626598465473,-6.500224921277553,-5.042402016960807,-3.263403263403263,-0.07168458781362007,-0.2646139042578783,-0.09654839488293508,1.3975903614457832,0.3347680535628886
"CA,N",-24.179691543318498,-15.019357777271692,-13.397940642035131,-18.093679174011584,-15.877133105802047,-23.97159319308589,-27.02475870751154,-22.413528055342045,-19.490425186627718,-11.843496651392316,-1.4951121334100057,4.636417673865663,9.816569240072566,11.535385845661736,12.259194395796849,12.024237833743609,12.481644640234949,12.887614267789926
"CA,E",-21.78716172048634,-19.67121760936194,-21.977380518059103,-24.885635864592864,-22.17300459674049,-25.36420395421436,-26.531375666323765,-25.71051563134389,-21.423969072164947,-11.757871499941908,-0.140020366598778,14.715125017078837,16.413830804974715,17.73535220539829,20.26768642447419,17.15102429728442,24.735853486733976,22.120331022142697
"CA,C",-22.25425342977015,-25.166256480075404,-19.315216157948488,-18.71753591932201,-15.692766098328093,-17.374571408578827,-24.719614667932355,-25.946410553458648,-25.242489691733756,-19.804369918699187,-9.37324864561928,2.9067420266451354,12.958974628355307,20.143618987274937,23.463024993558363,23.49941153393488,21.340215773809522,15.02153467522194
"CA,S",-15.88256101874779,-17.632850241545896,-16.717674062739096,-23.874048264292167,-25.1892346509672,-25.879765395894427,-32.123717654264276,-31.09001525682319,-25.988382986696646,-24.708209693372897,-11.098578840514325,3.394833948339483,15.518987341772153,24.43510246978455,25.22202486678508,19.271948608137045,9.75235590620206,10.76858108108108
"WA,E",-20.42665108123904,-24.05518896220756,-24.597918637653738,-28.077826232807784,-24.715387440323173,-23.85466034755134,-24.508573818485992,-20.80223880597015,-18.73170731707317,-13.018672199170126,-5.650969529085873,4.829210836277975,9.003601440576231,13.416815742397137,20.963006459189664,19.8876404494382,25.93612334801762,19.50578338590957
"WA,W",-22.583257414718087,-25.491631799163176,-27.00534759358289,-25.68575553416747,-23.94089958158996,-23.810192334690438,-20.207570207570207,-18.342237332038206,-14.010658414990546,-7.186290768380321,-2.9839326702371842,3.766851704996035,8.076769292283087,10.164780623386935,18.414826498422713,20.863584256782573,19.385867554568996,17.967201297531087
"OK,N",-18.68300153139357,-22.178836392034363,-21.529509559434747,-24.70690403821103,-22.693032015065913,-19.919719016557952,-23.41101694915254,-19.780853517877738,-14.677222898903775,-13.283208020050125,1.313969571230982,5.391804457225018,5.638829407566024,7.947976878612717,4.573378839590444,11.732605729877218,18.31081081081081,20.281124497991968
"OK,E",-16.474358974358974,-22.371794871794872,-19.30060524546066,-18.545454545454547,-21.105141980046046,-15.359207266721716,-28.000000000000004,-27.946428571428573,-23.638132295719842,-26.634146341463417,-10.300925925925926,5.328376703841388,12.993630573248408,24.20212765957447,36.516129032258064,15.529411764705884,16.910935738444195,6.209850107066381
"OK,W",-14.363704819277109,-13.601060806971017,-9.22486879289463,-6.203007518796992,-7.056495933172126,-14.229335672001753,-19.924394040471423,-23.869962146515252,-20.482497634815516,-14.39161554192229,-4.054429325187448,2.3983620941795847,4.55086258179655,8.062108091967751,-5.065123010130246,5.3984575835475574,10.128022759601707,7.764575849682233
"AL,N",-14.45938758453005,-14.971577815332616,-9.818657082176115,-10.506725319346925,-9.486587315686624,-15.358207606829884,-20.307971014492754,-15.908876075243406,-9.735034347399411,0.8218593233002456,8.831552625596727,6.115107913669065,-0.2065666449228093,-2.477239042981156,-2.328981723237598,0.9427966101694916,2.124414424229219,5.384281372123318
"AL,M",-13.075726761574352,-6.0114869176770895,-5.363025431545658,-5.771305285868392,-7.7071290944123305,-12.262357414448669,-14.36925647451963,-13.036634230108756,-7.977930211750671,-1.7180003095496055,3.7073170731707314,3.4391969721902256,0.5023497002106627,-5.889763779527559,-4.421448730009407,-4.072542157174674,-3.3860045146726865,0.5187416331994645
"AL,S",-9.991216512955644,-5.046082949308755,-0.4805382027871216,2.6024220561710902,-10.222005367162723,-17.73841300655181,-22.308063737324964,-16.624811652435962,-4.592391304347826,9.262536873156343,17.495338719701678,14.216867469879519,2.6488180005696385,0.6749460043196545,-5.897910605659878,-6.25,0.24972253052164264,-5.336551354250469
"FL,N",-13.23185011709602,-17.172115005907838,-19.169066227889758,-22.427101200686106,-21.592442645074225,-20.019020446980505,-15.419847328244273,-9.176340519624102,-7.056798623063683,-2.794292508917955,-4.693140794223827,1.8259281801582472,7.098765432098765,9.357798165137615,18.30808080808081,12.97071129707113,11.70028818443804,13.982102908277405
"FL,M",-14.349150427538627,-13.404876568958327,-15.58648575094281,-15.911814042655164,-12.87115986117657,-15.519355403748467,-17.280766396462784,-21.744086634368767,-22.29653307105975,-19.97200912295252,-14.053452115812917,-5.626365622723962,1.8606417315359787,7.96683723039057,10.79295154185022,20.618689304778442,24.280832556694627,27.42816005759194
"FL,S",-19.228133073232456,-14.803158301584673,-12.356020942408378,-13.717909996979765,-9.02088772845953,-13.642255346727156,-15.46528607460507,-14.939792775133014,-15.375233175491463,-12.082551594746716,-12.021042713567839,-5.333333333333334,-1.661721068249258,2.962014511310286,12.182061579651942,11.380629455746828,14.699543064057247,12.269938650306749
"GA,N",-27.037424492963925,-25.862380350370234,-26.70750382848392,-26.675558519506502,-19.555062208038482,-17.46163215590743,-12.144797325532803,-0.07958162801273305,0.9084114298855861,4.893453751254354,8.383375943873,5.996131528046422,10.187453706341518,11.20990433314575,10.291294091831697,7.911120652640618,2.4613475360670147,0.08602368181358162
"GA,M",-22.1477285862906,-14.527152976264446,-14.201787994891443,-8.047547479163821,-0.9799554565701559,-6.019191625472521,-7.859481988687109,-9.331352154531947,-8.142150247413406,-5.461014851485149,-2.358642972536349,-3.2120616191412656,-1.4038524322559582,-2.274586810669285,2.2501654533421576,7.179139857771758,-2.4006622516556293,-1.0549229738780979
"GA,S",-10.49781922093548,-11.678832116788321,-14.049195837275308,-14.52349869451697,-17.67770122668459,-16.17724635132759,-15.905338470005503,-12.714776632302405,-5.73586446213513,0.08391021606880637,3.5776614310645725,4.2650918635170605,1.126028583802512,-7.587507859987425,-7.750631844987363,-10.635619886721209,-9.80728051391863,-5.420730324336584